sep=,
"Time","camunda-platform-connectors-7d745cc4cd-zvhkb / camunda8 / PKG","camunda-platform-elasticsearch-master-0 / camunda8 / PKG","camunda-platform-elasticsearch-master-1 / camunda8 / PKG","camunda-platform-operate-745dd6ffbd-hkjnd / camunda8 / PKG","camunda-platform-tasklist-595f9975f6-qbbw2 / camunda8 / PKG","camunda-platform-zeebe-0 / camunda8 / PKG","camunda-platform-zeebe-gateway-5b66c5dffb-zz2fc / camunda8 / PKG","console-worker-console-worker-chart-camunda-8-go-console-wrmvml / camunda8 / PKG","coredns-77ccd57875-w9qf8 / kube-system / PKG","helm-install-traefik-crd-j7xtk / kube-system / PKG","helm-install-traefik-q6d6b / kube-system / PKG","local-path-provisioner-957fdf8bc-x7942 / kube-system / PKG","metrics-server-648b5df564-stxw7 / kube-system / PKG","svclb-traefik-6280787a-8z8rm / kube-system / PKG","traefik-768bdcdcdd-2pww4 / kube-system / PKG","test-responder-944d4889d-6wgl9 / measuring-endpoints / PKG","alertmanager-kube-prometheus-stackr-alertmanager-0 / monitoring / PKG","kepler-fzgdr / monitoring / PKG","kube-prometheus-stackr-grafana-6b8fb957c8-6fmj9 / monitoring / PKG","kube-prometheus-stackr-kube-state-metrics-6d5579569-997jd / monitoring / PKG","kube-prometheus-stackr-operator-8f879775f-wrwn4 / monitoring / PKG","kube-prometheus-stackr-prometheus-node-exporter-t46pf / monitoring / PKG","prometheus-kube-prometheus-stackr-prometheus-0 / monitoring / PKG","system_processes / system / PKG","restworkerjava-7df67bc98-2ck4f / worker / PKG","restworkerjava-7df67bc98-44mgb / worker / PKG","restworkerjava-7df67bc98-4sz77 / worker / PKG","restworkerjava-7df67bc98-5dkq2 / worker / PKG","restworkerjava-7df67bc98-69h2k / worker / PKG","restworkerjava-7df67bc98-6x7s4 / worker / PKG","restworkerjava-7df67bc98-972b2 / worker / PKG","restworkerjava-7df67bc98-cgtz2 / worker / PKG","restworkerjava-7df67bc98-d9cdl / worker / PKG","restworkerjava-7df67bc98-dxctk / worker / PKG","restworkerjava-7df67bc98-fjrjg / worker / PKG","restworkerjava-7df67bc98-h7l6g / worker / PKG","restworkerjava-7df67bc98-hl8vm / worker / PKG","restworkerjava-7df67bc98-kt8q8 / worker / PKG","restworkerjava-7df67bc98-pss92 / worker / PKG","restworkerjava-7df67bc98-qsbkf / worker / PKG","restworkerjava-7df67bc98-rq4dc / worker / PKG","restworkerjava-7df67bc98-wcw7c / worker / PKG","restworkerjava-7df67bc98-x6s87 / worker / PKG","restworkerjava-7df67bc98-xzlqn / worker / PKG","camunda-platform-connectors-7d745cc4cd-zvhkb / camunda8 / DRAM","camunda-platform-elasticsearch-master-0 / camunda8 / DRAM","camunda-platform-elasticsearch-master-1 / camunda8 / DRAM","camunda-platform-operate-745dd6ffbd-hkjnd / camunda8 / DRAM","camunda-platform-tasklist-595f9975f6-qbbw2 / camunda8 / DRAM","camunda-platform-zeebe-0 / camunda8 / DRAM","camunda-platform-zeebe-gateway-5b66c5dffb-zz2fc / camunda8 / DRAM","console-worker-console-worker-chart-camunda-8-go-console-wrmvml / camunda8 / DRAM","coredns-77ccd57875-w9qf8 / kube-system / DRAM","helm-install-traefik-crd-j7xtk / kube-system / DRAM","helm-install-traefik-q6d6b / kube-system / DRAM","local-path-provisioner-957fdf8bc-x7942 / kube-system / DRAM","metrics-server-648b5df564-stxw7 / kube-system / DRAM","svclb-traefik-6280787a-8z8rm / kube-system / DRAM","traefik-768bdcdcdd-2pww4 / kube-system / DRAM","test-responder-944d4889d-6wgl9 / measuring-endpoints / DRAM","alertmanager-kube-prometheus-stackr-alertmanager-0 / monitoring / DRAM","kepler-fzgdr / monitoring / DRAM","kube-prometheus-stackr-grafana-6b8fb957c8-6fmj9 / monitoring / DRAM","kube-prometheus-stackr-kube-state-metrics-6d5579569-997jd / monitoring / DRAM","kube-prometheus-stackr-operator-8f879775f-wrwn4 / monitoring / DRAM","kube-prometheus-stackr-prometheus-node-exporter-t46pf / monitoring / DRAM","prometheus-kube-prometheus-stackr-prometheus-0 / monitoring / DRAM","system_processes / system / DRAM","restworkerjava-7df67bc98-2ck4f / worker / DRAM","restworkerjava-7df67bc98-44mgb / worker / DRAM","restworkerjava-7df67bc98-4sz77 / worker / DRAM","restworkerjava-7df67bc98-5dkq2 / worker / DRAM","restworkerjava-7df67bc98-69h2k / worker / DRAM","restworkerjava-7df67bc98-6x7s4 / worker / DRAM","restworkerjava-7df67bc98-972b2 / worker / DRAM","restworkerjava-7df67bc98-cgtz2 / worker / DRAM","restworkerjava-7df67bc98-d9cdl / worker / DRAM","restworkerjava-7df67bc98-dxctk / worker / DRAM","restworkerjava-7df67bc98-fjrjg / worker / DRAM","restworkerjava-7df67bc98-h7l6g / worker / DRAM","restworkerjava-7df67bc98-hl8vm / worker / DRAM","restworkerjava-7df67bc98-kt8q8 / worker / DRAM","restworkerjava-7df67bc98-pss92 / worker / DRAM","restworkerjava-7df67bc98-qsbkf / worker / DRAM","restworkerjava-7df67bc98-rq4dc / worker / DRAM","restworkerjava-7df67bc98-wcw7c / worker / DRAM","restworkerjava-7df67bc98-x6s87 / worker / DRAM","restworkerjava-7df67bc98-xzlqn / worker / DRAM","camunda-platform-connectors-7d745cc4cd-zvhkb / camunda8 / OTHER","camunda-platform-elasticsearch-master-0 / camunda8 / OTHER","camunda-platform-elasticsearch-master-1 / camunda8 / OTHER","camunda-platform-operate-745dd6ffbd-hkjnd / camunda8 / OTHER","camunda-platform-tasklist-595f9975f6-qbbw2 / camunda8 / OTHER","camunda-platform-zeebe-0 / camunda8 / OTHER","camunda-platform-zeebe-gateway-5b66c5dffb-zz2fc / camunda8 / OTHER","console-worker-console-worker-chart-camunda-8-go-console-wrmvml / camunda8 / OTHER","coredns-77ccd57875-w9qf8 / kube-system / OTHER","helm-install-traefik-crd-j7xtk / kube-system / OTHER","helm-install-traefik-q6d6b / kube-system / OTHER","local-path-provisioner-957fdf8bc-x7942 / kube-system / OTHER","metrics-server-648b5df564-stxw7 / kube-system / OTHER","svclb-traefik-6280787a-8z8rm / kube-system / OTHER","traefik-768bdcdcdd-2pww4 / kube-system / OTHER","test-responder-944d4889d-6wgl9 / measuring-endpoints / OTHER","alertmanager-kube-prometheus-stackr-alertmanager-0 / monitoring / OTHER","kepler-fzgdr / monitoring / OTHER","kube-prometheus-stackr-grafana-6b8fb957c8-6fmj9 / monitoring / OTHER","kube-prometheus-stackr-kube-state-metrics-6d5579569-997jd / monitoring / OTHER","kube-prometheus-stackr-operator-8f879775f-wrwn4 / monitoring / OTHER","kube-prometheus-stackr-prometheus-node-exporter-t46pf / monitoring / OTHER","prometheus-kube-prometheus-stackr-prometheus-0 / monitoring / OTHER","system_processes / system / OTHER","restworkerjava-7df67bc98-2ck4f / worker / OTHER","restworkerjava-7df67bc98-44mgb / worker / OTHER","restworkerjava-7df67bc98-4sz77 / worker / OTHER","restworkerjava-7df67bc98-5dkq2 / worker / OTHER","restworkerjava-7df67bc98-69h2k / worker / OTHER","restworkerjava-7df67bc98-6x7s4 / worker / OTHER","restworkerjava-7df67bc98-972b2 / worker / OTHER","restworkerjava-7df67bc98-cgtz2 / worker / OTHER","restworkerjava-7df67bc98-d9cdl / worker / OTHER","restworkerjava-7df67bc98-dxctk / worker / OTHER","restworkerjava-7df67bc98-fjrjg / worker / OTHER","restworkerjava-7df67bc98-h7l6g / worker / OTHER","restworkerjava-7df67bc98-hl8vm / worker / OTHER","restworkerjava-7df67bc98-kt8q8 / worker / OTHER","restworkerjava-7df67bc98-pss92 / worker / OTHER","restworkerjava-7df67bc98-qsbkf / worker / OTHER","restworkerjava-7df67bc98-rq4dc / worker / OTHER","restworkerjava-7df67bc98-wcw7c / worker / OTHER","restworkerjava-7df67bc98-x6s87 / worker / OTHER","restworkerjava-7df67bc98-xzlqn / worker / OTHER"
2023-12-13 02:47:50,0.00150,0.000600,0.00210,0.0501,0,0.00270,0,0,0,0,0,0,0.00450,0,0,0,0,0.0108,0.000600,0,0,0.00690,0.119,0.151,,,,,,,,,,,,,,,,,,,,,0.000600,0.000300,0.000600,0.00810,0,0.000600,0,0,0,0,0,0,0.00120,0,0,0,0,0.00210,0.000300,0,0,0.00120,0.0198,0.0246,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:48:00,0.00120,0.0270,0.109,0.00540,0.00360,0.00180,0.00240,0,0,0,0,0,0.00510,0,0,0,0,0.0132,0,0,0,0,0.0318,0.0771,,,,,,,,,,,,,,,,,,,,,0.000300,0.00510,0.0183,0.00120,0.000900,0.000300,0.000600,0,0,0,0,0,0.000900,0,0,0,0,0.00240,0,0,0,0,0.00540,0.0132,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:48:10,0.00390,0.00300,0.00210,0.000900,0.00960,0.00570,0.00450,0,0.000600,0,0,0,0.00480,0,0,0,0.000600,0.0171,0.0102,0,0.000900,0,0.0123,0.0861,,,,,,,,,,,,,,,,,,,,,0.000900,0.000900,0.000600,0.000300,0.00180,0.00120,0.00120,0,0.000300,0,0,0,0.00120,0,0,0,0.000300,0.00330,0.00180,0,0.000300,0,0.00270,0.0144,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:48:20,0.00210,0.00240,0.0276,0.000600,0.000900,0.00210,0.0246,0,0.00150,0,0,0,0.00420,0,0,0,0,0.0138,0,0,0,0.00600,0.0882,0.0741,,,,,,,,,,,,,,,,,,,,,0.000600,0.000600,0.00480,0.000300,0.000300,0.000600,0.00450,0,0.000300,0,0,0,0.00120,0,0,0,0,0.00270,0,0,0,0.00120,0.0147,0.0123,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:48:30,0.00210,0.00960,0.00210,0.00690,0.00240,0.00510,0.000900,0,0,0,0,0,0.00330,0,0,0,0,0.0108,0,0.000600,0,0,0.0333,0.0807,,,,,,,,,,,,,,,,,,,,,0.000600,0.00180,0.000600,0.00120,0.000600,0.000900,0.000300,0,0,0,0,0,0.000900,0,0,0,0,0.00240,0,0.000300,0,0,0.00570,0.0135,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:48:40,0.00330,0.00240,0.00300,0.000900,0.00390,0.0144,0.00750,0,0.000600,0,0,0,0.00360,0,0,0,0,0.0114,0.0321,0,0.000600,0,0.00750,0.200,,,,,,,,,,,,,,,,,,,,,0.000900,0.000600,0.000900,0.000300,0.000900,0.00270,0.00180,0,0.000300,0,0,0,0.00120,0,0,0,0,0.00240,0.00600,0,0.000300,0,0.00180,0.0327,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:48:50,0.000900,0.00180,0.00240,0.00210,0,0.00210,0.000600,0,0,0,0,0.000600,0.00300,0,0.00720,0,0,0.0135,0.000600,0,0,0.00570,0.0930,0.283,,,,,,,,,,,,,,,,,,,,,0.000300,0.000600,0.000600,0.000600,0,0.000600,0.000300,0,0,0,0,0.000300,0.000900,0,0.00120,0,0,0.00270,0.000300,0,0,0.00120,0.0156,0.0459,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:49:00,0.00270,0.00300,0.00600,0.00300,0.00180,0.00180,0.000600,0,0,0,0,0,0.00480,0,0,0,0.00150,0.0156,0,0.000900,0.00300,0,0.0315,0.0756,,,,,,,,,,,,,,,,,,0.000600,,,0.000600,0.000600,0.00120,0.000900,0.000300,0.000600,0.000300,0,0,0,0,0,0.00120,0,0,0,0.000300,0.00300,0,0.000300,0.000600,0,0.00540,0.0125,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:49:10,0.00210,0.00360,0.00330,0.00630,0.00690,0.00510,0.0117,0,0.000600,0,0,0,0.00480,0,0,0,0.00120,0.0126,0.0135,0,0.000600,0,0.0135,0.162,,,,,,,,,,,,,,,,,,0.00630,,,0.000600,0.00120,0.000900,0.00120,0.00120,0.00120,0.00240,0,0.000300,0,0,0,0.00120,0,0,0,0.000600,0.00270,0.00240,0,0.000300,0,0.00270,0.0269,,,,,,,,,,,,,,,,,,0.00120,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:49:20,0.00390,0.00990,0.0228,0.0585,0.000600,0.00630,0,0,0,0,0,0,0.00420,0,0,0,0,0.0156,0,0,0,0.00600,0.218,0.0621,,,,,,,,,,,,,,,,,,0.00270,,,0.000900,0.00180,0.00420,0.00960,0.000300,0.00120,0,0,0,0,0,0,0.00120,0,0,0,0,0.00270,0,0,0,0.00120,0.0357,0.0104,,,,,,,,,,,,,,,,,,0.000900,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:49:30,0.000900,0.00510,0.00330,0.0276,0.00570,0.00180,0.00120,0,0,0,0,0,0.00390,0,0,0,0,0.0150,0,0.000600,0,0,0.0330,0.0867,,,,,,,,,,,,,,,,,,0.00120,,,0.000300,0.00120,0.000900,0.00480,0.00120,0.000600,0.000300,0,0,0,0,0,0.000900,0,0,0,0,0.00300,0,0.000300,0,0,0.00570,0.0147,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:49:40,0.00240,0.00600,0.0207,0.00660,0.00420,0.00600,0.00450,0,0.000600,0,0,0,0.00660,0,0,0,0.000900,0.0153,0.0243,0.00120,0.000900,0,0.00930,0.192,,,,,,,,,,,,,,,,,,0.00240,,,0.000600,0.00120,0.00360,0.00120,0.000900,0.00120,0.000900,0,0.000300,0,0,0,0.00180,0,0,0,0.000300,0.00330,0.00480,0.000300,0.000300,0,0.00180,0.0315,,,,,,,,,,,,,,,,,,0.000600,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:49:50,0.000900,0.00150,0.0309,0.00120,0.000900,0.00450,0.00420,0,0,0,0,0,0.00420,0,0,0,0,0.0129,0.000900,0,0,0.00660,0.0852,0.0624,,,,,,,,,,,,,,,,,,0.00270,,,0.000300,0.000600,0.00510,0.000300,0.000300,0.00120,0.000900,0,0,0,0,0,0.00120,0,0,0,0,0.00240,0.000300,0,0,0.00120,0.0144,0.0105,,,,,,,,,,,,,,,,,,0.000600,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:50:00,0.00150,0.0114,0.0219,0.0105,0.00870,0.00210,0.00360,0,0,0,0,0,0.00420,0,0,0,0,0.0120,0,0.000600,0.000600,0,0.0285,0.0699,,,,,,,,,,,,,,,,,,0,,,0.000300,0.00210,0.00360,0.00210,0.00150,0.000600,0.000600,0,0,0,0,0,0.000900,0,0,0,0,0.00210,0,0.000300,0.000300,0,0.00510,0.0114,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:50:10,0.0132,0.00240,0.0123,0.00150,0.00750,0.000900,0.00600,0,0.000900,0,0,0,0.00510,0,0,0,0.000600,0.0153,0.00960,0,0.00180,0,0.00930,0.0720,,,,,,,,,,,,,,,,,,0.00150,,,0.00270,0.000600,0.00240,0.000300,0.00150,0.000300,0.00150,0,0.000300,0,0,0,0.00150,0,0,0,0.000300,0.00300,0.00180,0,0.000300,0,0.00210,0.0123,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:50:20,0.00150,0.000900,0.00930,0.000900,0.00240,0.00150,0,0,0,0,0,0,0.00360,0,0,0,0,0.0138,0,0,0,0.00570,0.0864,0.0618,,,,,,,,,,,,,,,,,,0.00210,,,0.000300,0.000300,0.00180,0.000300,0.000600,0.000300,0,0,0,0,0,0,0.00120,0,0,0,0,0.00270,0,0,0,0.00120,0.0141,0.0102,,,,,,,,,,,,,,,,,,0.000900,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:50:30,0.0264,0.00330,0.00180,0.00330,0.000900,0.00120,0.000600,0,0,0,0,0,0.00360,0,0,0,0,0.0126,0,0.000900,0,0,0.0327,0.185,,,,,,,,,,,,,,,,,,0.000900,,,0.00450,0.000600,0.000600,0.000900,0.000300,0.000300,0.000300,0,0,0,0,0,0.000900,0,0,0,0,0.00240,0,0.000300,0,0,0.00540,0.0306,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:50:40,0.00570,0.00240,0.00120,0.00120,0.0126,0.00180,0.00990,0,0.000900,0,0,0,0.00600,0,0,0,0.000900,0.0120,0.00870,0,0.000900,0,0.0108,0.0810,,,,,,,,,,,,,,,,,,0.000600,,,0.00120,0.000600,0.000300,0.000300,0.00240,0.000600,0.00180,0,0.000300,0,0,0,0.00150,0,0,0,0.000300,0.00270,0.00180,0,0.000300,0,0.00180,0.0135,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:50:50,0.00150,0.000600,0.00210,0.00360,0,0.00480,0,0,0,0,0,0,0.00390,0,0,0,0,0.0150,0.0162,0,0,0.00660,0.106,0.189,,,,,,,,,,,,,,,,,,0.00180,,,0.000300,0.000300,0.000600,0.000600,0,0.00120,0,0,0,0,0,0,0.00120,0,0,0,0,0.00270,0.00270,0,0,0.00120,0.0177,0.0306,,,,,,,,,,,,,,,,,,0.000600,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:51:00,0.00120,0.0135,0.00120,0.00570,0.00540,0.00330,0.000900,0,0,0,0,0,0.00360,0,0.00570,0,0,0.0117,0,0.000600,0.00420,0,0.0294,0.0636,,,,,,,,,,,,,,,,,,0.00150,,,0.000300,0.00240,0.000300,0.00120,0.000900,0.000900,0.000300,0,0,0,0,0,0.000900,0,0.00120,0,0,0.00210,0,0.000300,0.000900,0,0.00510,0.0107,,,,,,,,,,,,,,,,,,0.000600,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:51:10,0.00210,0.00240,0.00180,0.00240,0.00600,0.00210,0.00300,0,0.000600,0,0,0,0.00570,0,0,0,0.00210,0.0144,0.00990,0,0.000900,0,0.00840,0.0918,,,,,,,,,,,,,,,,,,0.00120,,,0.000600,0.000600,0.000600,0.000600,0.00150,0.000600,0.000900,0,0.000300,0,0,0,0.00120,0,0,0,0.000600,0.00300,0.00180,0,0.000300,0,0.00180,0.0155,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:51:20,0.00120,0.00540,0.00180,0.00270,0,0.00450,0,0,0,0,0,0,0.00510,0,0,0,0,0.0120,0,0,0,0.00720,0.210,0.0618,,,,,,,,,,,,,,,,,,0.000600,,,0.000300,0.000900,0.000600,0.000600,0,0.000900,0,0,0,0,0,0,0.00120,0,0,0,0,0.00240,0,0,0,0.00120,0.0342,0.0107,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:51:30,0.00300,0.00720,0.00120,0.00330,0.000900,0.00150,0.00660,0,0,0,0,0,0.00450,0,0,0,0,0.0129,0,0.000600,0,0,0.0321,0.0672,,,,,,,,,,,,,,,,,,0.000600,,,0.000600,0.00150,0.000300,0.000600,0.000300,0.000300,0.00120,0,0,0,0,0,0.000900,0,0,0,0,0.00240,0,0.000300,0,0,0.00570,0.0114,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:51:40,0.00450,0.00420,0.00120,0.00240,0.00480,0.00150,0.00510,0,0.000900,0,0,0,0.00600,0,0,0,0.000900,0.0180,0.0141,0.00120,0.000900,0,0.0132,0.181,,,,,,,,,,,,,,,,,,0.00120,,,0.00120,0.00120,0.000300,0.000600,0.00120,0.000300,0.00120,0,0.000300,0,0,0,0.00150,0,0,0,0.000300,0.00360,0.00240,0.000300,0.000300,0,0.00270,0.0300,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:51:50,0.00120,0.00120,0.00300,0.00180,0,0.00420,0,0,0,0,0,0,0.00390,0,0,0,0,0.0120,0.0177,0,0.00120,0.00570,0.0876,0.268,,,,,,,,,,,,,,,,,,0.00120,,,0.000300,0.000600,0.000900,0.000600,0,0.000900,0,0,0,0,0,0,0.00120,0,0,0,0,0.00210,0.00360,0,0.000300,0.00120,0.0147,0.0438,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:52:00,0.00120,0.00240,0.00180,0.00510,0.00570,0.0144,0.000900,0,0,0,0,0,0.00480,0,0,0,0,0.0147,0,0.000600,0,0,0.0294,0.0762,,,,,,,,,,,,,,,,,,0.00120,,,0.000300,0.000600,0.000300,0.00120,0.00120,0.00240,0.000300,0,0,0,0,0,0.000900,0,0,0,0,0.00300,0,0.000300,0,0,0.00540,0.0126,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:52:10,0.00210,0.00330,0.00120,0.0165,0.0135,0.0108,0.0213,0,0.000900,0,0,0,0.00690,0,0,0,0.000600,0.0156,0.0108,0,0.00120,0,0.0141,0.0774,,,,,,,,,,,,,,,,,,0.00120,,,0.000600,0.000900,0.000300,0.00300,0.00270,0.00180,0.00390,0,0.000300,0,0,0,0.00120,0,0,0,0.000300,0.00300,0.00210,0,0.000300,0,0.00270,0.0132,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:52:20,0.00750,0.00180,0.00270,0.00150,0,0.00420,0.00540,0,0.00210,0,0,0,0.00420,0,0,0,0,0.0123,0,0,0,0.00660,0.0858,0.0711,,,,,,,,,,,,,,,,,,0.00120,,,0.00150,0.000600,0.000900,0.000600,0,0.000900,0.000900,0,0.000600,0,0,0,0.00120,0,0,0,0,0.00240,0,0,0,0.00120,0.0144,0.0120,,,,,,,,,,,,,,,,,,0.000300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,
2023-12-13 02:52:30,0.00150,0.00210,0.00180,0.00480,0.00210,0.00720,0.00510,0,0,0,0,0,0.00420,0,0,0,0,0.0144,0,0.000900,0,0,0.0300,0.0693,,,,,,,,,,,,,,,,,,,,,0.000300,0.000600,0.000600,0.00120,0.000600,0.00150,0.000900,0,0,0,0,0,0.000900,0,0,0,0,0.00270,0,0.000300,0,0,0.00510,0.0114,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:52:40,0.00240,0.00240,0.00300,0.000900,0.00570,0.00300,0.00420,0,0.000600,0,0,0,0.00690,0,0,0,0.000600,0.0141,0.0108,0,0.00180,0,0.0114,0.0762,,,,,,,,,,,,,,,,,,,,,0.000600,0.000600,0.000900,0.000300,0.00120,0.000900,0.000900,0,0.000300,0,0,0,0.00150,0,0,0,0.000300,0.00270,0.00210,0,0.000300,0,0.00240,0.0132,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:52:50,0.000900,0,0.00180,0.0510,0.000600,0.0291,0.00990,0,0,0,0,0.000600,0.00420,0,0,0,0,0.0141,0.00120,0,0,0.00660,0.0843,0.164,,,,,,,,,,,,,,,,,,,,,0.000300,0,0.000600,0.00840,0.000300,0.00510,0.00180,0,0,0,0,0.000300,0.00120,0,0,0,0,0.00270,0.000600,0,0,0.00120,0.0141,0.0270,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:53:00,0.00120,0.00480,0.00210,0.0369,0.00360,0.00120,0.0126,0,0,0,0,0,0.00420,0,0.00210,0,0,0.0144,0.0186,0.000600,0,0,0.0279,0.151,,,,,,,,,,,,,,,,,,,,,0.000300,0.00120,0.000600,0.00660,0.000900,0.000300,0.00240,0,0,0,0,0,0.000900,0,0.000600,0,0,0.00240,0.00330,0.000300,0,0,0.00480,0.0249,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2023-12-13 02:53:10,0.00480,0.00750,0.00870,0.00240,0.00840,0.00270,0.0117,0,0.000600,0,0,0,0.00600,0,0,0,0.00270,0.0162,0.00930,0,0.00450,0.000600,0.0126,0.164,,,,,,,,,,,,,,,,,,,,,0.00120,0.00150,0.00180,0.000600,0.00180,0.000900,0.00240,0,0.000300,0,0,0,0.00150,0,0,0,0.000600,0.00300,0.00180,0,0.000900,0.000300,0.00270,0.0270,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
